index,polarity,subjectivity,timestamp,speaker,speaker_name,text,applause,laughter,interaction,attack,attack_target,agree,agree_target,interruption,interrupt_target,defense,defense_against,reference,mentions,noun_phrases,people,locations,topic,autotopic,first_mention
24,0.0,0.0,,kennedy,Kennedy,"I saw cases in West Virginia, here in the United States, where children took home part of their school lunch in order to feed their families because I don't think we're meeting our obligations toward these Americans.",False,False,False,False,[],False,[],False,,False,,False,[],"['virginia', 'school lunch', ""'re meeting""]",[],[],children,['foreign-policy'],['foreign-policy']
25,0.125,0.75,,kennedy,Kennedy,I'm not satisfied when the Soviet Union is turning out twice as many scientists and engineers as we are.,False,False,False,False,[],False,[],False,,False,,False,[],['soviet union'],[],[],soviet,['misc'],[]
26,0.125,0.75,,kennedy,Kennedy,"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts.",False,False,False,False,[],False,[],False,,False,,False,[],['part-time shifts'],[],[],"education, jobs",['misc'],[]
27,0.125,0.125,,kennedy,Kennedy,I think we should have an educational system second to none.,False,False,False,False,[],False,[],False,,False,,False,[],['educational system'],[],[],education,['education'],['education']
28,0.07500000000000001,0.9,,kennedy,Kennedy,I'm not satisfied when I see men like Jimmy Hoffa - in charge of the largest union in the United States - still free.,False,False,False,False,[],False,[],False,,False,,False,[],['jimmy hoffa'],[],[],economy,['misc'],[]
29,-0.075,0.7,,kennedy,Kennedy,I'm not satisfied when we are failing to develop the natural resources of the United States to the fullest.,False,False,False,False,[],False,[],False,,False,,False,[],['natural resources'],[],[],economy,['misc'],[]
30,0.195,0.43499999999999994,,kennedy,Kennedy,"Here in the United States, which developed the Tennessee Valley and which built the Grand Coulee and the other dams in the Northwest United States at the present rate of hydropower production - and that is the hallmark of an industrialized society - the Soviet Union by 1975 will be producing more power than we are.",False,False,False,False,[],False,[],False,,False,,False,[],"['tennessee', 'coulee', 'present rate', 'hydropower production', 'soviet union']",[],[],c-energy,['misc'],[]
31,0.060416666666666646,0.7104166666666667,,kennedy,Kennedy,"These are all the things, I think, in this country that can make our society strong, or can mean that it stands still.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],america,['misc'],[]
32,0.033333333333333326,0.5166666666666667,,kennedy,Kennedy,I'm not satisfied until every American enjoys his full constitutional rights.,False,False,False,False,[],False,[],False,,False,,False,[],['full constitutional rights'],[],[],justice,['misc'],[]
33,0.17750000000000002,0.34750000000000003,,kennedy,Kennedy,If a Negro baby is born - and this is true also of Puerto Ricans and Mexicans in some of our cities - he has about one-half as much chance to get through high school as a white baby.,False,False,False,False,[],False,[],False,,False,,False,[],"['negro', 'puerto ricans', 'mexicans', 'high school', 'white baby']",[],[],"racism, education",['misc'],[]
34,0.1,0.1,,kennedy,Kennedy,He has one-third as much chance to get through college as a white student.,False,False,False,False,[],False,[],False,,False,,False,[],['white student'],[],[],"racism, education",['misc'],[]
35,0.15555555555555556,0.2777777777777778,,kennedy,Kennedy,"He has about a third as much chance to be a professional man, about half as much chance to own a house.",False,False,False,False,[],False,[],False,,False,,False,[],['professional man'],[],[],racism,['misc'],[]
36,0.1,0.1,,kennedy,Kennedy,He has about uh - four times as much chance that he'll be out of work in his life as the white baby.,False,False,False,False,[],False,[],False,,False,,False,[],['white baby'],[],[],racism,['misc'],[]
37,0.5,0.5,,kennedy,Kennedy,I think we can do better.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
38,-0.1,0.0,,kennedy,Kennedy,I don't want the talents of any American to go to waste.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
39,0.0,0.0,,kennedy,Kennedy,I know that there are those who want to turn everything over to the government.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
40,0.0,0.0,,kennedy,Kennedy,I don't at all.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
41,0.0,0.0,,kennedy,Kennedy,I want the individuals to meet their responsibilities.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
42,0.0,0.0,,kennedy,Kennedy,And I want the states to meet their responsibilities.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
43,0.0,0.0,,kennedy,Kennedy,But I think there is also a national responsibility.,False,False,False,False,[],False,[],False,,False,,False,[],['national responsibility'],[],[],america,['misc'],[]
44,0.016666666666666666,0.06666666666666667,,kennedy,Kennedy,The argument has been used against every piece of social legislation in the last twenty-five years.,False,False,False,False,[],False,[],False,,False,,False,[],"['social legislation', 'twenty-five years']",[],[],racism,['misc'],[]
45,0.05,0.35,,kennedy,Kennedy,The people of the United States individually could not have developed the Tennessee Valley; collectively they could have.,False,False,False,False,[],False,[],False,,False,,False,[],['tennessee'],[],[],america,['misc'],[]
46,0.6,0.8,,kennedy,Kennedy,"A cotton farmer in Georgia or a peanut farmer or a dairy farmer in Wisconsin and Minnesota, he cannot protect himself against the forces of supply and demand in the market place; but working together in effective governmental programs he can do so.",False,False,False,False,[],False,[],False,,False,,False,[],"['cotton farmer', 'georgia', 'peanut farmer', 'dairy farmer', 'wisconsin', 'minnesota', 'market place', 'effective governmental programs']",[],[],economy,['misc'],[]
47,-0.03282828282828283,0.3430555555555556,,kennedy,Kennedy,"Seventeen million Americans, who live over sixty-five on an average Social Security check of about seventy-eight dollars a month, they're not able to sustain themselves individually, but they can sustain themselves through the social security system.",False,False,False,False,[],False,[],False,,False,,False,[],"['average social security check', 'seventy-eight dollars', 'social security system']",[],[],social,['misc'],[]
48,0.2333333333333333,0.3333333333333333,,kennedy,Kennedy,"I don't believe in big government, but I believe in effective governmental action.",False,False,False,False,[],False,[],False,,False,,False,[],"['big government', 'effective governmental action']",[],[],misc,['misc'],[]
49,0.0,1.0,,kennedy,Kennedy,And I think that's the only way that the United States is going to maintain its freedom.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],freedom,['misc'],[]
50,0.0,1.0,,kennedy,Kennedy,It's the only way that we're going to move ahead.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
51,0.5,0.5,,kennedy,Kennedy,I think we can do a better job.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
52,0.5,0.5,,kennedy,Kennedy,I think we're going to have to do a better job if we are going to meet the responsibilities which time and events have placed upon us.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
53,0.0,0.0,,kennedy,Kennedy,We cannot turn the job over to anyone else.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
54,-0.26666666666666666,0.3333333333333333,,kennedy,Kennedy,"If the United States fails, then the whole cause of freedom fails.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],freedom,['misc'],[]
55,0.8,0.75,,kennedy,Kennedy,And I think it depends in great measure on what we do here in this country.,False,False,False,False,[],False,[],False,,False,,False,[],['great measure'],[],[],america,['misc'],[]
56,0.7,0.6000000000000001,,kennedy,Kennedy,The reason Franklin Roosevelt was a good neighbor in Latin America was because he was a good neighbor in the United States.,False,False,False,False,[],False,[],False,,False,,False,[],"['franklin roosevelt', 'good neighbor', 'america', 'good neighbor']",[],[],roosevelt,['misc'],[]
57,0.0,0.0,,kennedy,Kennedy,Because they felt that the American society was moving again.,False,False,False,False,[],False,[],False,,False,,False,[],['american society'],[],[],america,['misc'],[]
58,0.0,0.0,,kennedy,Kennedy,I want us to recapture that image.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
59,0.0,0.0,,kennedy,Kennedy,"I want people in Latin America and Africa and Asia to start to look to America; to see how we're doing things; to wonder what the resident of the United States is doing; and not to look at Khrushchev, or look at the Chinese Communists.",False,False,False,False,[],False,[],False,,False,,False,[],"['america', 'africa', 'asia', 'america', 'khrushchev']",[],[],"nikita, china",['misc'],[]
60,0.0,0.0,,kennedy,Kennedy,That is the obligation upon our generation.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
61,0.0,0.0,,kennedy,Kennedy,"In 1933, Franklin Roosevelt said in his inaugural that this generation of Americans has a rendezvous with destiny.",False,False,False,False,[],False,[],False,,False,,False,[],['franklin roosevelt'],[],[],roosevelt,['misc'],[]
62,0.0,0.125,,kennedy,Kennedy,I think our generation of Americans has the same rendezvous.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
63,0.5,0.5,,kennedy,Kennedy,The question now is: Can freedom be maintained under the most severe tack - attack it has ever known? I think it can be.,False,False,False,False,[],False,[],False,,False,,False,[],['severe tack'],[],[],misc,['misc'],[]
64,0.0,1.0,,kennedy,Kennedy,And I think in the final analysis it depends upon what we do here.,False,False,False,False,[],False,[],False,,False,,False,[],['final analysis'],[],[],misc,['misc'],[]
65,0.0,0.0,,kennedy,Kennedy,I think it's time America started moving again.,False,False,False,False,[],False,[],False,,False,,False,[],"[""'s time"", 'america']",[],[],america,['misc'],[]
66,0.0,0.0,,moderator,Moderator,And now the opening statement by Vice President Richard M. Nixon,False,False,False,False,[],False,[],False,,False,,True,['nixon'],"['opening statement', 'vice president', 'richard m. nixon']",[],[],question,['misc'],[]
67,0.0,0.0,,nixon,Nixon,"Mr. Smith, Senator Kennedy.",False,False,True,False,[],False,[],False,,False,,True,['kennedy'],['kennedy'],[],[],kennedy,['misc'],[]
68,0.5,0.5,,nixon,Nixon,The things that Senator Kennedy has said many of us can agree with.,False,False,True,False,[],False,[],False,,False,,True,['kennedy'],['kennedy'],[],[],kennedy,['misc'],[]
69,0.1111111111111111,0.3333333333333333,,nixon,Nixon,There is no question but that we cannot discuss our internal affairs in the United States without recognizing that they have a tremendous bearing on our international position.,False,False,False,False,[],False,[],False,,False,,False,[],"['internal affairs', 'international position']",[],[],"america, trade",['misc'],[]
70,-0.1,0.7,,nixon,Nixon,"There is no question but that this nation cannot stand still; because we are in a deadly competition, a competition not only with the men in the Kremlin, but the men in Peking.",False,False,False,False,[],False,[],False,,False,,False,[],"['kremlin', 'peking']",[],[],"soviet, china",['misc'],[]
71,0.0,0.0,,nixon,Nixon,"We're ahead in this competition, as Senator Kennedy, I think, has implied.",False,False,True,False,[],False,[],False,,False,,True,['kennedy'],['kennedy'],[],[],kennedy,['misc'],[]
72,0.0,1.0,,nixon,Nixon,"But when you're in a race, the only way to stay ahead is to move ahead.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
73,0.1,0.4,,nixon,Nixon,"And I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead.",False,False,True,False,[],False,[],False,,False,,True,['kennedy'],['kennedy'],[],[],america,['misc'],[]
74,0.5,0.5,,nixon,Nixon,"Where, then, do we disagree? I think we disagree on the implication of his remarks tonight and on the statements that he has made on many occasions during his campaign to the effect that the United States has been standing still.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],america,['misc'],[]
75,0.0,0.06666666666666667,,nixon,Nixon,"We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world.",False,False,False,False,[],False,[],False,,False,,False,[],"['national product', 'industrial nation']",[],[],economy,['misc'],[]
76,0.0,0.06666666666666667,,nixon,Nixon,"Now last year, of course, was 1958.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
77,0.0,0.0,,nixon,Nixon,That happened to be a recession year.,False,False,False,False,[],False,[],False,,False,,False,[],['recession year'],[],[],economy,['misc'],[]
78,0.0,0.0,,nixon,Nixon,But when we look at the growth of G.N.P.,False,False,False,False,[],False,[],False,,False,,False,[],['g.n.p'],[],[],economy,['misc'],[]
79,0.0,0.0,,nixon,Nixon,"this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],economy,['misc'],[]
80,0.25,0.25,,nixon,Nixon,More about that later.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
81,0.65,1.0,,nixon,Nixon,"Looking then to this problem of how the United States should move ahead and where the United States is moving, I think it is well that we take the advice of a very famous campaigner: Let's look at the record.",False,False,False,False,[],False,[],False,,False,,False,[],"['looking', 'famous campaigner']",[],[],misc,['misc'],[]
82,0.26666666666666666,0.7666666666666666,,nixon,Nixon,"Is the United States standing still? Is it true that this Administration, as Senator Kennedy has charged, has been an Administration of retreat, of defeat, of stagnation? Is it true that, as far as this country is concerned, in the field of electric power, in all of the fields that he has mentioned, we have not been moving ahead.",False,False,True,False,[],False,[],False,,False,,True,['kennedy'],"['kennedy', 'electric power']",[],[],kennedy,['misc'],[]
83,0.0,0.0,,nixon,Nixon,"Well, we have a comparison that we can make.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
84,-0.16666666666666666,0.16666666666666666,,nixon,Nixon,We have the record of the Truman Administration of seven and a half years and the seven and a half years of the Eisenhower Administration.,False,False,False,False,[],False,[],False,,False,,False,[],"['truman', 'eisenhower']",[],[],misc,['misc'],[]
85,0.0,0.0,,nixon,Nixon,"When we compare these two records in the areas that Senator Kennedy has - has discussed tonight, I think we find that America has been moving ahead.",False,False,True,False,[],False,[],False,,False,,True,['kennedy'],"['kennedy', 'america']",[],[],kennedy,['misc'],[]
86,0.0,0.0,,nixon,Nixon,Let's take schools.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],education,['misc'],[]
87,-0.027777777777777766,0.20555555555555557,,nixon,Nixon,"We have built more schools in these last seven and a half years than we built in the previous seven and a half, for that matter in the previous twenty years.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],education,['misc'],[]
88,0.0,0.0,,nixon,Nixon,Let's take hydroelectric power.,False,False,False,False,[],False,[],False,,False,,False,[],['hydroelectric power'],[],[],c-energy,['misc'],[]
89,0.07333333333333333,0.2866666666666667,,nixon,Nixon,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,False,False,False,False,[],False,[],False,,False,,False,[],"['hydroelectric power', 'previous administration']",[],[],c-energy,['misc'],[]
90,0.0,0.0,,nixon,Nixon,Let us take hospitals.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],healthcare,['misc'],[]
91,0.16666666666666669,0.3333333333333333,,nixon,Nixon,We find that more have been built in this Administration than in the previous Administration.,False,False,False,False,[],False,[],False,,False,,False,[],['previous administration'],[],[],healthcare,['misc'],[]
92,0.175,0.3875,,nixon,Nixon,The same is true of highways.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],economy,['misc'],[]
93,0.0,0.0,,nixon,Nixon,Let's put it in terms that all of us can understand.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
94,-0.041666666666666664,0.41666666666666663,,nixon,Nixon,We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,False,False,False,False,[],False,[],False,,False,,False,[],"['gross national product', 'previous administration', 'total growth', 'total growth']",[],[],economy,['misc'],[]
95,0.5,0.5,,nixon,Nixon,That shows that there's been more growth in this Administration than in its predecessor.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],economy,['misc'],[]
96,-0.15,0.39999999999999997,,nixon,Nixon,But let's not put it there; let's put it in terms of the average family.,False,False,False,False,[],False,[],False,,False,,False,[],['average family'],[],[],misc,['misc'],[]
97,0.2,0.2,,nixon,Nixon,What has happened to you? We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration.,False,False,False,False,[],False,[],False,,False,,False,[],"['eisenhower', 'truman']",[],[],jobs,['misc'],[]
98,0.2,0.2,,nixon,Nixon,What about the prices you pay? We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration.,False,False,False,False,[],False,[],False,,False,,False,[],"['truman', 'eisenhower']",[],[],jobs,['misc'],[]
99,-0.075,0.19999999999999998,,nixon,Nixon,What's the net result of this? This means that the average family income went up fifteen per cent in the Eisenhower years as against two per cent in the Truman years.,False,False,False,False,[],False,[],False,,False,,False,[],"['net result', 'average family income', 'eisenhower', 'truman']",[],[],jobs,['misc'],[]
100,0.0,0.0,,nixon,Nixon,"Now, this is not standing still.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
101,0.35,0.55,,nixon,Nixon,"But, good as this record is, may I emphasize it isn't enough.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
102,0.0,0.0,,nixon,Nixon,A record is never something to stand on.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
103,0.0,0.0,,nixon,Nixon,It's something to build on.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
104,-0.4,0.7,,nixon,Nixon,"And in building on this record, I believe that we have the secret for progress, we know the way to progress.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
105,0.3833333333333333,0.4444444444444444,,nixon,Nixon,"And I think, first of all, our own record proves that we know the way.",False,False,False,False,[],False,[],False,,False,,False,[],['own record proves'],[],[],misc,['misc'],[]
106,0.0,0.0,,nixon,Nixon,Senator Kennedy has suggested that he believes he knows the way.,False,False,True,False,[],False,[],False,,False,,True,['kennedy'],['kennedy'],[],[],kennedy,['misc'],[]
107,0.0,0.0,,nixon,Nixon,I respect the sincerity which he m- which he makes that suggestion.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],kennedy,['misc'],[]
108,0.02784090909090909,0.33238636363636365,,nixon,Nixon,"But on the other hand, when we look at the various programs that he offers, they do not seem to be new.",False,False,False,False,[],False,[],False,,False,,False,[],['various programs'],[],[],kennedy,['misc'],[]
109,0.0,0.35714285714285715,,nixon,Nixon,They seem to be simply retreads of the programs of the Truman Administration which preceded it.,False,False,False,False,[],False,[],False,,False,,False,[],['truman'],[],[],misc,['misc'],[]
110,0.10795454545454546,0.5473484848484849,,nixon,Nixon,"And I would suggest that during the course of the evening he might indicate those areas in which his programs are new, where they will mean more progress than we had then.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
111,0.2125,0.6,,nixon,Nixon,"What kind of programs are we for? We are for programs that will expand educational opportunities, that will give to all Americans their equal chance for education, for all of the things which are necessary and dear to the hearts of our people.",False,False,False,False,[],False,[],False,,False,,False,[],"['educational opportunities', 'equal chance']",[],[],education,['education'],[]
112,0.1,0.225,,nixon,Nixon,"We are for programs, in addition, which will see that our medical care for the aged are - is - are much - is much better handled than it is at the present time.",False,False,False,False,[],False,[],False,,False,,False,[],"['medical care', 'present time']",[],[],healthcare,['misc'],[]
113,0.0,0.0,,nixon,Nixon,"Here again, may I indicate that Senator Kennedy and I are not in disagreement as to the aims.",False,False,True,False,[],False,[],False,,False,,True,['kennedy'],['kennedy'],[],[],kennedy,['misc'],[]
114,0.1,0.2,,nixon,Nixon,We both want to help the old people.,False,False,False,False,[],False,[],False,,False,,False,[],['old people'],[],[],healthcare,['misc'],[]
115,0.16666666666666666,0.16666666666666666,,nixon,Nixon,We want to see that they do have adequate medical care.,False,False,False,False,[],False,[],False,,False,,False,[],['adequate medical care'],[],[],healthcare,['misc'],[]
116,0.0,0.0,,nixon,Nixon,The question is the means.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
117,0.5,0.5,,nixon,Nixon,I think that the means that I advocate will reach that goal better than the means that he advocates.,False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],misc,['misc'],[]
118,0.21666666666666665,0.38333333333333336,,nixon,Nixon,"I could give better examples, but for - for whatever it is, whether it's in the field of housing, or health, or medical care, or schools, or the eh- development of electric power, we have programs which we believe will move America, move her forward and build on the wonderful record that we have made over these past seven and a half years.",False,False,False,False,[],False,[],False,,False,,False,[],"['medical care', 'eh- development', 'electric power', 'america', 'wonderful record']",[],[],"healthcare, education, c-energy",['foreign-policy'],[]
119,0.2,0.2,,nixon,Nixon,"Now, when we look at these programs, might I suggest that in evaluating them we often have a tendency to say that the test of a program is how much you're spending.",False,False,False,False,[],False,[],False,,False,,False,[],"[""'re spending""]",[],[],misc,['misc'],[]
120,0.5,0.5,,nixon,Nixon,I will concede that in all the areas to which I have referred Senator Kennedy would have the spe- federal government spend more than I would have it spend.,False,False,True,False,[],False,[],False,,False,,True,['kennedy'],"['kennedy', 'federal government']",[],[],kennedy,['misc'],[]
121,0.0,0.0,,nixon,Nixon,I costed out the cost of the Democratic platform.,False,False,False,False,[],False,[],False,,False,,False,[],['democratic platform'],[],[],deficit,['misc'],[]
122,0.25,0.25,,nixon,Nixon,It runs a minimum of thirteen and two-tenths billions dollars a year more than we are presently spending to a maximum of eighteen billion dollars a year more than we're presently spending.,False,False,False,False,[],False,[],False,,False,,False,[],['two-tenths billions dollars'],[],[],deficit,['misc'],[]
123,0.5,0.5,,nixon,Nixon,Now the Republican platform will cost more too.,False,False,False,False,[],False,[],False,,False,,False,[],['republican'],[],[],deficit,['misc'],[]
124,0.3333333333333333,0.3333333333333333,,nixon,Nixon,"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],deficit,['misc'],[]
125,0.09375,0.59375,,nixon,Nixon,"Now, does this mean that his program is better than ours? Not at all.",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],kennedy,['misc'],[]
126,0.35,0.35,,nixon,Nixon,Because it isn't a question of how much the federal government spends; it isn't a question of which government does the most.,False,False,False,False,[],False,[],False,,False,,False,[],['federal government'],[],[],misc,['misc'],[]
127,0.2857142857142857,0.5357142857142857,,nixon,Nixon,It is a question of which administration does the right thing.,False,False,False,False,[],False,[],False,,False,,False,[],['right thing'],[],[],misc,['misc'],[]
