index,speaker_name,speaker,topic,text
98,BUSH,BUSH,uncategorized,(APPLAUSE)
99,KELLY,KELLY,uncategorized,"Mr. Trump, one of the things people love about you is you speak your mind and you don’t use a politician’s filter. However, that is not without its downsides, in particular, when it comes to women."
100,KELLY,KELLY,uncategorized,"You’ve called women you don’t like “fat pigs, dogs, slobs, and disgusting animals.”"
101,KELLY,KELLY,uncategorized,(LAUGHTER)
102,KELLY,KELLY,uncategorized,Your Twitter account…
103,TRUMP,TRUMP,uncategorized,Only Rosie O’Donnell.
104,TRUMP,TRUMP,uncategorized,(LAUGHTER)
105,KELLY,KELLY,uncategorized,"No, it wasn’t."
106,KELLY,KELLY,uncategorized,(APPLAUSE)
107,KELLY,KELLY,uncategorized,Your Twitter account…
108,KELLY,KELLY,uncategorized,(APPLAUSE)
109,TRUMP,TRUMP,uncategorized,Thank you.
110,KELLY,KELLY,uncategorized,"For the record, it was well beyond Rosie O’Donnell."
111,TRUMP,TRUMP,uncategorized,"Yes, I’m sure it was."
112,KELLY,KELLY,uncategorized,"Your Twitter account has several disparaging comments about women’s looks. You once told a contestant on Celebrity Apprentice it would be a pretty picture to see her on her knees. Does that sound to you like the temperament of a man we should elect as president, and how will you answer the charge from Hillary Clinton, who was likely to be the Democratic nominee, that you are part of the war on women?"
113,TRUMP,TRUMP,uncategorized,I think the big problem this country has is being politically correct.
114,TRUMP,TRUMP,uncategorized,(APPLAUSE)
115,TRUMP,TRUMP,uncategorized,"I’ve been challenged by so many people, and I don’t frankly have time for total political correctness. And to be honest with you, this country doesn’t have time either. This country is in big trouble. We don’t win anymore. We lose to China. We lose to Mexico both in trade and at the border. We lose to everybody."
116,TRUMP,TRUMP,uncategorized,"And frankly, what I say, and oftentimes it’s fun, it’s kidding. We have a good time. What I say is what I say. And honestly Megyn, if you don’t like it, I’m sorry. I’ve been very nice to you, although I could probably maybe not be, based on the way you have treated me. But I wouldn’t do that."
117,TRUMP,TRUMP,uncategorized,(APPLAUSE)
118,TRUMP,TRUMP,uncategorized,"But you know what, we — we need strength, we need energy, we need quickness and we need brain in this country to turn it around. That, I can tell you right now."
119,WALLACE,WALLACE,uncategorized,"Senator Cruz, your colleague, Senator Paul, right there next to you, said a few months ago he agrees with you on a number of issues, but he says you do nothing to grow the party. He says you feed red meat to the base, but you don’t reach out to minorities. You have a toxic relationship with GOP leaders in Congress. You even called the Republican Senate Leader Mitch McConnell a liar recently."
120,WALLACE,WALLACE,uncategorized,(APPLAUSE)
121,WALLACE,WALLACE,uncategorized,How can you win in 2016 when you’re such a divisive figure?
122,CRUZ,CRUZ,uncategorized,"Chris, I believe the American people are looking for someone to speak the truth."
123,CRUZ,CRUZ,uncategorized,(APPLAUSE)
124,CRUZ,CRUZ,uncategorized,"If you’re looking for someone to go to Washington, to go along to get along, to get — to agree with the career politicians in both parties who get in bed with the lobbyists and special interests, then I ain’t your guy."
125,CRUZ,CRUZ,uncategorized,There is a reason…
126,CRUZ,CRUZ,uncategorized,(APPLAUSE)
127,CRUZ,CRUZ,uncategorized,"…. that we have $18 trillion in debt. Because as conservatives, as Republicans, we keep winning elections. We got a Republican House, we’ve got a Republican Senate, and we don’t have leaders who honor their commitments. I will always tell the truth and do what I said I would do."
128,CRUZ,CRUZ,uncategorized,(APPLAUSE)
129,BAIER,BAIER,uncategorized,"Governor Christie, you’re not exactly the darling of conservatives. You tout your record as a Republican governor in a blue state. On Facebook, the most people talking about you, not surprisingly, come from your state of New Jersey, and one of the top issues they are talking about is the economy."
130,BAIER,BAIER,uncategorized,"This — this may be why. Under your watch, New Jersey has undergone nine credit rating downgrades. The state’s 44th in private sector growth. You face an employee pension crisis and the Garden State has the third highest foreclosure rate in the country. So why should voters believe that your management of the country’s finances would be any different?"
131,CHRISTIE,CHRISTIE,uncategorized,"If you think it’s bad now, you should’ve seen it when I got there."
132,CHRISTIE,CHRISTIE,uncategorized,(LAUGHTER)
133,CHRISTIE,CHRISTIE,uncategorized,(APPLAUSE)
134,CHRISTIE,CHRISTIE,uncategorized,"The fact is — the fact is, in the eight years before I became governor, taxes and fees were raised at the state level 115 times. In the eight years before I became governor, spending was increased 56 percent. And in the eight years before I become governor, taxes and fees were raised at the state level 115 times."
135,CHRISTIE,CHRISTIE,uncategorized,"In the eight years before I became Governor, spending was increased 56 percent, and in the eight years before I became governor, there was zero net private sector job growth in New Jersey. Zero. For eight years."
136,CHRISTIE,CHRISTIE,uncategorized,"So, what did we do? We came in, we balanced an $11 billion deficit on a $29 billion budget by cutting over 800 programs in the state budget. We brought the budget into balance with no tax increases. In fact, we vetoed five income tax increases during my time as governor. We cut business taxes $2.3 billion, and we cut regulation by one-third of what my predecessor put in place."
137,CHRISTIE,CHRISTIE,uncategorized,"And, what’s happened since? A hundred ninety-two thousand private sector jobs in the five and a half years I’ve been governor. We have a lot of work to do in New Jersey, but I am darn proud we’ve brought our state back."
138,CHRISTIE,CHRISTIE,uncategorized,(APPLAUSE)
139,KELLY,KELLY,uncategorized,"Governor Walker, you’ve consistently said that you want to make abortion illegal even in cases of rape, incest, or to save the life of the mother. You recently signed an abortion law in Wisconsin that does have an exception for the mother’s life, but you’re on the record as having objected to it. Would you really let a mother die rather than have an abortion, and with 83 percent of the American public in favor of a life exception, are you too out of the mainstream on this issue to win the general election?"
140,WALKER,WALKER,uncategorized,"Well, I’m pro-life, I’ve always been pro-life, and I’ve got a position that I think is consistent with many Americans out there in that…"
141,(APPLAUSE) WALKER,(APPLAUSE) WALKER,uncategorized,"…in that I believe that that is an unborn child that’s in need of protection out there, and I’ve said many a time that that unborn child can be protected, and there are many other alternatives that can also protect the life of that mother. That’s been consistently proven."
142,(APPLAUSE) WALKER,(APPLAUSE) WALKER,uncategorized,"Unlike Hillary Clinton, who has a radical position in terms of support for Planned Parenthood, I defunded Planned Parenthood more than four years ago, long before any of these videos came out…"
143,(APPLAUSE) WALKER,(APPLAUSE) WALKER,uncategorized,(APPLAUSE)
144,WALKER,WALKER,uncategorized,…I’ve got a position that’s in line with everyday America.
145,WALKER,WALKER,uncategorized,(APPLAUSE)
146,WALLACE,WALLACE,uncategorized,"Governor Huckabee, like Governor Walker, you have staked out strong positions on social issues. You favor a constitutional amendment banning same sex marriage. You favor a constitutional amendment banning abortions, except for the life of the mother. Millions of people in this country agree with you, but according to the polls, and again this an electability question, according to the polls, more people don’t, so how do you persuade enough Independents and Democrats to get elected in 2016?"
147,HUCKABEE,HUCKABEE,uncategorized,"Chris, I disagree with the idea that the real issue is a constitutional amendment. That’s a long and difficult process. I’ve actually taken the position that’s bolder than that."
148,HUCKABEE,HUCKABEE,uncategorized,"A lot of people are talking about defunding planned parenthood, as if that’s a huge game changer. I think it’s time to do something even more bold. I think the next president ought to invoke the Fifth, and Fourteenth Amendments to the constitution now that we clearly know that that baby inside the mother’s womb is a person at the moment of conception."
149,HUCKABEE,HUCKABEE,uncategorized,"The reason we know that it is is because of the DNA schedule that we now have clear scientific evidence on. And, this notion that we just continue to ignore the personhood of the individual is a violation of that unborn child’s Fifth and 14th Amendment rights for due process and equal protection under the law."
150,HUCKABEE,HUCKABEE,uncategorized,"It’s time that we recognize the Supreme Court is not the supreme being, and we change the policy to be pro-life and protect children instead of rip up their body parts and sell them like they’re parts to a Buick."
151,HUCKABEE,HUCKABEE,uncategorized,(APPLAUSE)
152,BAIER,BAIER,uncategorized,"Senator Paul, you recently blamed the rise of ISIS on Republican hawks. You later said that that statement, you could have said it better. But, the statement went on, and you said, quote, “Everything they’ve talked about in foreign policy, they’ve been wrong for the last 20 years.”"
153,BAIER,BAIER,uncategorized,Why are you so quick to blame your own party?
154,PAUL,PAUL,uncategorized,"First of all, only ISIS is responsible for the terrorism. Only ISIS is responsible for the depravity. But, we do have to examine, how are we going to defeat ISIS?"
155,PAUL,PAUL,uncategorized,I’ve got a proposal. I’m the leading voice in America for not arming the allies of ISIS.
156,PAUL,PAUL,uncategorized,(APPLAUSE)
157,PAUL,PAUL,uncategorized,"I’ve been fighting amidst a lot of opposition from both Hillary Clinton, as well as some Republicans who wanted to send arms to the allies of ISIS. ISIS rides around in a billion dollars worth of U.S. Humvees. It’s a disgrace. We’ve got to stop — we shouldn’t fund our enemies, for goodness sakes."
158,PAUL,PAUL,uncategorized,"So, we didn’t create ISIS — ISIS created themselves, but we will stop them, and one of the ways we stop them is by not funding them, and not arming them."
159,PAUL,PAUL,uncategorized,(APPLAUSE)
160,KELLY,KELLY,uncategorized,"Governor Kasich, You chose to expand Medicaid in your state, unlike several other governors on this stage tonight, and it is already over budget by some estimates costing taxpayers an additional $1.4 billion in just the first 18 months."
161,KELLY,KELLY,uncategorized,"You defended your Medicaid expansion by invoking God, saying to skeptics that when they arrive in heaven, Saint Peter isn’t going to ask them how small they’ve kept government, but what they have done for the poor."
162,KELLY,KELLY,uncategorized,"Why should Republican voters, who generally want to shrink government, believe that you won’t use your Saint Peter rationale to expand every government program?"
163,KASICH,KASICH,uncategorized,"Well, first of all…"
164,KASICH,KASICH,uncategorized,(APPLAUSE)
165,KASICH,KASICH,uncategorized,"— first of all, Megyn, you should know that — that President Reagan expanded Medicaid three or four times."
166,KASICH,KASICH,uncategorized,"Secondly, I had an opportunity to bring resources back to Ohio to do what?"
167,KASICH,KASICH,uncategorized,"To treat the mentally ill. Ten thousand of them sit in our prisons. It costs $22,500 a year…"
168,KASICH,KASICH,uncategorized,(APPLAUSE)
169,KASICH,KASICH,uncategorized,— to keep them in prison. I’d rather get them their medication so they could lead a decent life.
170,KASICH,KASICH,uncategorized,"Secondly, we are rehabbing the drug-addicted. Eighty percent of the people in our prisons have addictions or problems. We now treat them in the prisons, release them in the community and the recidivism rate is 10 percent and everybody across this country knows that the tsunami of drugs is — is threatening their very families."
171,KASICH,KASICH,uncategorized,"So we’re treating them and getting them on their feet. And, finally, the working poor, instead of them having come into the emergency rooms where it costs more, where they’re sicker and we end up paying, we brought a program in here to make sure that people could get on their feet."
172,KASICH,KASICH,uncategorized,And do you know what?
173,KASICH,KASICH,uncategorized,Everybody has a right to their God-given purpose.
174,KASICH,KASICH,uncategorized,"And finally, our Medicaid is growing at one of the lowest rates in the country. And, finally, we went from $8 billion in the hole to $2 billion in the black. We’ve cut $5 billion in taxes…"
175,KASICH,KASICH,uncategorized,(BUZZER NOISE)
176,KASICH,KASICH,uncategorized,"— and we’ve grown 350,000 jobs."
177,KASICH,KASICH,uncategorized,(APPLAUSE)
178,WALLACE,WALLACE,uncategorized,"Gentlemen, we’re turning to a new subject that all of you have been talking about and some of you have been disagreeing about, and that is the issue of immigration."
179,WALLACE,WALLACE,uncategorized,"Governor Bush, you released a new plan this week on illegal immigration focusing on enforcement, which some suggest is your effort to show that you’re not soft on that issue."
180,WALLACE,WALLACE,uncategorized,"I want to ask you about a statement that you made last year about illegal immigrants. And here’s what you said. “They broke the law, but it’s not a felony, it’s an act of love. It’s an act of commitment to your family.”"
181,WALLACE,WALLACE,uncategorized,Do you stand by that statement and do you stand by your support for earned legal status?
182,BUSH,BUSH,uncategorized,I do. I believe that the great majority of people coming here illegally have no other option. They want to provide for their family.
183,BUSH,BUSH,uncategorized,"But we need to control our border. It’s not — it’s our responsibility to pick and choose who comes in. So I — I’ve written a book about this and yet this week, I did come up with a comprehensive strategy that — that really mirrored what we said in the book, which is that we need to deal with E-Verify, we need to deal with people that come with a legal visa and overstay."
184,BUSH,BUSH,uncategorized,"We need to be much more strategic on how we deal with border enforcement, border security. We need to eliminate the sanctuary cities in this country. It is ridiculous and tragic…"
185,BUSH,BUSH,uncategorized,(APPLAUSE)
186,BUSH,BUSH,uncategorized,"— that people are dying because of the fact that — that local governments are not following the federal law. There’s much to do. And I think rather than talking about this as a wedge issue, which Barack Obama has done now for six long years, the next president — and I hope to be that president — will fix this once and for all so that we can turn this into a driver for high sustained economic growth."
187,BUSH,BUSH,uncategorized,And there should be a path to earned legal status…
188,BUSH,BUSH,uncategorized,(BUZZER NOISE)
189,BUSH,BUSH,uncategorized,"— for those that are here. Not — not amnesty, earned legal status, which means you pay a fine and do many things over an extended period of time."
190,WALLACE,WALLACE,uncategorized,"Thank you, sir."
191,WALLACE,WALLACE,uncategorized,(APPLAUSE)
192,WALLACE,WALLACE,uncategorized,"Mr. Trump, it has not escaped anybody’s notice that you say that the Mexican government, the Mexican government is sending criminals — rapists, drug dealers, across the border."
193,WALLACE,WALLACE,uncategorized,"Governor Bush has called those remarks, quote, “extraordinarily ugly.”"
194,WALLACE,WALLACE,uncategorized,"I’d like you — you’re right next to him — tell us — talk to him directly and say how you respond to that and — and you have repeatedly said that you have evidence that the Mexican government is doing this, but you have evidence you have refused or declined to share."
195,WALLACE,WALLACE,uncategorized,Why not use this first Republican presidential debate to share your proof with the American people?
196,TRUMP,TRUMP,uncategorized,"So, if it weren’t for me, you wouldn’t even be talking about illegal immigration, Chris. You wouldn’t even be talking about it."
197,TRUMP,TRUMP,uncategorized,(APPLAUSE)
198,TRUMP,TRUMP,uncategorized,"This was not a subject that was on anybody’s mind until I brought it up at my announcement. And I said, Mexico is sending. Except the reporters, because they’re a very dishonest lot, generally speaking, in the world of politics, they didn’t cover my statement the way I said it."
199,TRUMP,TRUMP,uncategorized,"The fact is, since then, many killings,murders, crime, drugs pouring across the border, are money going out and the drugs coming in. And I said we need to build a wall, and it has to be built quickly."
200,TRUMP,TRUMP,uncategorized,"And I don’t mind having a big beautiful door in that wall so that people can come into this country legally. But we need, Jeb, to build a wall, we need to keep illegals out."
201,TRUMP,TRUMP,uncategorized,(CHEERING AND APPLAUSE)
202,WALLACE,WALLACE,uncategorized,"Mr. Trump, I’ll give you 30 seconds — I’ll give you 30 seconds to answer my question, which was, what evidence do you have, specific evidence that the Mexican government is sending criminals across the border? Thirty seconds."
203,TRUMP,TRUMP,uncategorized,"Border Patrol, I was at the border last week. Border Patrol, people that I deal with, that I talk to, they say this is what’s happening. Because our leaders are stupid. Our politicians are stupid."
204,TRUMP,TRUMP,uncategorized,"And the Mexican government is much smarter, much sharper, much more cunning. And they send the bad ones over because they don’t want to pay for them. They don’t want to take care of them."
205,TRUMP,TRUMP,uncategorized,Why should they when the stupid leaders of the United States will do it for them? And that’s what is happening whether you like it or not.
206,TRUMP,TRUMP,uncategorized,(CHEERING AND APPLAUSE)
207,WALLACE,WALLACE,uncategorized,"All right. Obviously there’s a lot more to talk about this. We’re going to have more questions for the candidates on illegal immigration, plus other key topics including your questions on Facebook."
208,WALLACE,WALLACE,uncategorized,(BEGIN VIDEO CLIP)
209,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,What will be your plan on making immigration easier for those that want to do it legally?
210,UNIDENTIFIED MALE,UNIDENTIFIED MALE,uncategorized,What specific steps would you take to contain the growth of ISIS?
211,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,I’d like to know what the candidates are going to do so that I feel safe in my own country again.
212,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,(END VIDEO CLIP)
213,UNIDENTIFIED FEMALE,UNIDENTIFIED FEMALE,uncategorized,(COMMERCIAL BREAK)
214,WALLACE,WALLACE,uncategorized,Welcome back to FOX News/Facebook Republican Debate Night. We’re going to continue the questions now on illegal immigration. We kind of ended with a cliffhanger there. So let’s continue the conversation.
215,WALLACE,WALLACE,uncategorized,"Governor Kasich, I know you don’t like to talk about Donald Trump. But I do want to ask you about the merit of what he just said. When you say that the American government is stupid, that the Mexican government is sending criminals, that we’re being bamboozled, is that an adequate response to the question of illegal immigration?"
216,KASICH,KASICH,uncategorized,"Chris, first of all, I was just saying to Chris Christie, they say we’re outspoken, we need to take lessons from Donald Trump if we’re really going to learn it. Here is the thing about Donald Trump. Donald Trump is hitting a nerve in this country. He is. He’s hitting a nerve. People are frustrated. They’re fed up. They don’t think the government is working for them. And for people who want to just tune him out, they’re making a mistake."
217,KASICH,KASICH,uncategorized,"Now, he’s got his solutions. Some of us have other solutions. You know, look, I balanced the federal budget as one of the chief architects when I was in Washington. Hasn’t been done since. I was a military reformer. I took the state of Ohio from an $8 billion hole and a 350,000 job loss to a $2 billion surplus and a gain of 350,000 jobs."
218,WALLACE,WALLACE,uncategorized,"Respectfully, can we talk about illegal immigration?"
219,KASICH,KASICH,uncategorized,"But the point is that we all have solutions. Mr. Trump is touching a nerve because people want the wall to be built. They want to see an end to illegal immigration. They want to see it, and we all do. But we all have different ways of getting there. And you’re going to hear from all of us tonight about what our ideas are."
220,WALLACE,WALLACE,uncategorized,"All right, well, Senator Rubio, let me see if I can do better with you. Is it as simple as our leaders are stupid, their leaders are smart, and all of these illegals coming over are criminals?"
221,RUBIO,RUBIO,uncategorized,"Let me set the record straight on a couple of things. The first is, the evidence is now clear that the majority of people coming across the border are not from Mexico. They’re coming from Guatemala, El Salvador, Honduras. Those countries are the source of the people that are now coming in its majority."
222,RUBIO,RUBIO,uncategorized,"I also believe we need a fence. The problem is if El Chapo builds a tunnel under the fence, we have to be able to deal with that too. And that’s why you need an e-verify system and you need an entry-exit tracking system and all sorts of other things to prevent illegal immigration. But I agree with what Governor Kasich just said. People are frustrated. This is the most generous country in the world when it comes to immigration. There are a million people a year who legally immigrate to the United States, and people feel like we’re being taken advantage of. We feel like despite our generosity, we’re being taken advantage of."
223,RUBIO,RUBIO,uncategorized,"And let me tell you who never gets talked about in these debates. The people that call my office, who have been waiting for 15 years to come to the United States. And they’ve paid their fees, and they hired a lawyer, and they can’t get in. And they’re wondering, maybe they should come illegally."
224,RUBIO,RUBIO,uncategorized,(APPLAUSE)
